LeftShoulder,RightShoulder,LeftHip,RightHip,Wrist,Elbow 
"[0.5727216601371765, 0.2711491286754608]","[0.47634655237197876, 0.2921873927116394]","[0.5343554019927979, 0.7399534583091736]","[0.4758719205856323, 0.7359728813171387]","[0.4817899167537689, 0.37456855177879333]","[0.5717734098434448, 0.5371975898742676]"
"[0.5724424123764038, 0.27118033170700073]","[0.476372092962265, 0.2902277708053589]","[0.5341588258743286, 0.7399125695228577]","[0.4762655198574066, 0.7356852889060974]","[0.485464870929718, 0.3663846552371979]","[0.5715855360031128, 0.5366021394729614]"
"[0.5718606114387512, 0.2711486220359802]","[0.47696179151535034, 0.2875802516937256]","[0.5333396792411804, 0.7396712303161621]","[0.4765349328517914, 0.7348142862319946]","[0.4895123243331909, 0.357279509305954]","[0.5715029835700989, 0.5364223122596741]"
"[0.5710096955299377, 0.2711026668548584]","[0.4786253571510315, 0.2819695472717285]","[0.532754123210907, 0.736309289932251]","[0.4773956835269928, 0.7293660044670105]","[0.49316802620887756, 0.35291996598243713]","[0.5715230107307434, 0.5362727642059326]"
"[0.570035994052887, 0.2709844708442688]","[0.47910767793655396, 0.27867311239242554]","[0.5324696898460388, 0.7324323654174805]","[0.47769051790237427, 0.7251909375190735]","[0.4965260922908783, 0.3528688848018646]","[0.5714490413665771, 0.5361932516098022]"
"[0.5693469643592834, 0.2705371379852295]","[0.48024407029151917, 0.2764696478843689]","[0.5318716764450073, 0.7315276861190796]","[0.4780276417732239, 0.7240819334983826]","[0.49868032336235046, 0.34789541363716125]","[0.5711327195167542, 0.5361014604568481]"
"[0.5686174631118774, 0.2697161138057709]","[0.4824579954147339, 0.2754833400249481]","[0.5304796695709229, 0.7314319610595703]","[0.4789530038833618, 0.7240519523620605]","[0.500941812992096, 0.34324759244918823]","[0.5708357095718384, 0.5360682606697083]"
"[0.5678121447563171, 0.2687362730503082]","[0.48350733518600464, 0.27411267161369324]","[0.5291774272918701, 0.7314177751541138]","[0.4798937141895294, 0.7241567969322205]","[0.5036381483078003, 0.3372786343097687]","[0.570493757724762, 0.5358506441116333]"
"[0.566990315914154, 0.26822641491889954]","[0.4852513074874878, 0.2738284766674042]","[0.5277132391929626, 0.7314534783363342]","[0.4813271760940552, 0.7242387533187866]","[0.5059500336647034, 0.3292931020259857]","[0.5700066089630127, 0.5347729921340942]"
"[0.5664382576942444, 0.2678423821926117]","[0.4851173758506775, 0.274075984954834]","[0.5273546576499939, 0.7309346795082092]","[0.48139527440071106, 0.7242469787597656]","[0.5105639696121216, 0.32768604159355164]","[0.5700137615203857, 0.5328971147537231]"
"[0.5664407014846802, 0.2678360044956207]","[0.4831373393535614, 0.277574360370636]","[0.527417778968811, 0.7305477857589722]","[0.48083123564720154, 0.724302351474762]","[0.5162540078163147, 0.3256945312023163]","[0.5697874426841736, 0.532043993473053]"
"[0.5663308501243591, 0.26777541637420654]","[0.48082128167152405, 0.2795889973640442]","[0.5274819731712341, 0.7293665409088135]","[0.48060092329978943, 0.7239843010902405]","[0.5212426781654358, 0.32371002435684204]","[0.5694398283958435, 0.5303906202316284]"
"[0.5663143992424011, 0.2679079473018646]","[0.4782886207103729, 0.2804786264896393]","[0.527587354183197, 0.728080689907074]","[0.48009687662124634, 0.7236218452453613]","[0.5233129858970642, 0.32130447030067444]","[0.5693591833114624, 0.5295442938804626]"
"[0.5663031935691833, 0.26814907789230347]","[0.4767085313796997, 0.28220656514167786]","[0.5276278257369995, 0.7278615832328796]","[0.47964516282081604, 0.7235997319221497]","[0.5244215726852417, 0.3206556439399719]","[0.5692295432090759, 0.5290622711181641]"
"[0.5661527514457703, 0.26818519830703735]","[0.4768267869949341, 0.28267398476600647]","[0.5275878310203552, 0.7279167175292969]","[0.4796251058578491, 0.7238484621047974]","[0.5238210558891296, 0.32082927227020264]","[0.5690001845359802, 0.5287961363792419]"
"[0.5660675764083862, 0.2682496905326843]","[0.47706639766693115, 0.2829307019710541]","[0.5275623798370361, 0.7279391884803772]","[0.4796678125858307, 0.7239218354225159]","[0.5226138234138489, 0.320446252822876]","[0.5689417123794556, 0.5286911129951477]"
"[0.566060483455658, 0.2683160603046417]","[0.47750943899154663, 0.28297996520996094]","[0.527583122253418, 0.728105902671814]","[0.4794847369194031, 0.7242322564125061]","[0.5218093395233154, 0.3214564621448517]","[0.5690478682518005, 0.5286965370178223]"
"[0.5658587217330933, 0.2682805061340332]","[0.47910991311073303, 0.2811249792575836]","[0.5272745490074158, 0.7281214594841003]","[0.47947412729263306, 0.7242459654808044]","[0.5192340612411499, 0.3225407302379608]","[0.5697389841079712, 0.5282378792762756]"
"[0.5657106041908264, 0.26811641454696655]","[0.4830569624900818, 0.27609333395957947]","[0.5267008543014526, 0.7281365990638733]","[0.48043450713157654, 0.7236848473548889]","[0.5142524242401123, 0.3237675130367279]","[0.5700260996818542, 0.5282498002052307]"
"[0.5657173991203308, 0.26811715960502625]","[0.48418405652046204, 0.27462732791900635]","[0.5264667868614197, 0.7284451723098755]","[0.480875164270401, 0.7234925031661987]","[0.5095006227493286, 0.3285432755947113]","[0.5701404213905334, 0.5284609794616699]"
"[0.5660975575447083, 0.2684690058231354]","[0.4842594861984253, 0.27428674697875977]","[0.5265190005302429, 0.7294896841049194]","[0.4808955490589142, 0.7235274910926819]","[0.5050250887870789, 0.3413654863834381]","[0.5702712535858154, 0.5306854248046875]"
"[0.5667577981948853, 0.26918163895606995]","[0.48421525955200195, 0.27444198727607727]","[0.5270775556564331, 0.7300013899803162]","[0.48056891560554504, 0.7235352396965027]","[0.4999534487724304, 0.34716686606407166]","[0.5703421235084534, 0.5321968197822571]"
"[0.567610502243042, 0.2695484161376953]","[0.4827485978603363, 0.27678269147872925]","[0.5278725028038025, 0.7313743233680725]","[0.48054519295692444, 0.7245485186576843]","[0.4955499768257141, 0.35801395773887634]","[0.5707212686538696, 0.5322142243385315]"
"[0.5691982507705688, 0.26982274651527405]","[0.48208892345428467, 0.27759698033332825]","[0.5294461846351624, 0.7317103147506714]","[0.48021239042282104, 0.7246712446212769]","[0.49275872111320496, 0.37036383152008057]","[0.570907711982727, 0.5323447585105896]"
"[0.5708704590797424, 0.27033257484436035]","[0.48006969690322876, 0.2802588641643524]","[0.5316063761711121, 0.7316076159477234]","[0.480063796043396, 0.7245774269104004]","[0.4893531799316406, 0.3868509829044342]","[0.5717911124229431, 0.5333025455474854]"
"[0.572169303894043, 0.27116912603378296]","[0.47986701130867004, 0.283733606338501]","[0.532271146774292, 0.7320402264595032]","[0.47935721278190613, 0.7253237962722778]","[0.4867175221443176, 0.3965055048465729]","[0.5721944570541382, 0.5341889262199402]"
"[0.5730164647102356, 0.27178657054901123]","[0.4796159863471985, 0.2869883179664612]","[0.5329563021659851, 0.7324303388595581]","[0.47899171710014343, 0.7266655564308167]","[0.48651039600372314, 0.41138288378715515]","[0.5734720826148987, 0.5366836190223694]"
"[0.5733641982078552, 0.2720707058906555]","[0.47985097765922546, 0.2909204959869385]","[0.5332323908805847, 0.7327932715415955]","[0.4786125421524048, 0.7277892231941223]","[0.4849896728992462, 0.4215580224990845]","[0.5741478800773621, 0.5371869206428528]"
"[0.573695182800293, 0.27208083868026733]","[0.47956690192222595, 0.29179805517196655]","[0.5335336327552795, 0.7324870824813843]","[0.4774971008300781, 0.727772057056427]","[0.48317718505859375, 0.4320457875728607]","[0.5749496221542358, 0.5371417999267578]"
"[0.5738771557807922, 0.2720853388309479]","[0.480337530374527, 0.2915802001953125]","[0.5335224270820618, 0.7323439121246338]","[0.4770224988460541, 0.7276290655136108]","[0.482785701751709, 0.4461139142513275]","[0.5758126378059387, 0.5372352600097656]"
"[0.573912501335144, 0.2720568776130676]","[0.4830239713191986, 0.29145437479019165]","[0.5333413481712341, 0.7323915362358093]","[0.4766620397567749, 0.7276260852813721]","[0.4796060025691986, 0.45914536714553833]","[0.5760422348976135, 0.5372236371040344]"
"[0.5739094614982605, 0.27214398980140686]","[0.4832536280155182, 0.2917005121707916]","[0.5333126783370972, 0.7315876483917236]","[0.4763720631599426, 0.7269396781921387]","[0.4788075387477875, 0.4794946610927582]","[0.5764453411102295, 0.5369779467582703]"
"[0.5739153027534485, 0.27215808629989624]","[0.48341599106788635, 0.29284557700157166]","[0.5335285067558289, 0.7318683862686157]","[0.4762992262840271, 0.7275705337524414]","[0.4795818328857422, 0.5003129243850708]","[0.5767675638198853, 0.5359081625938416]"
"[0.5738953351974487, 0.2720414996147156]","[0.4833020865917206, 0.29440516233444214]","[0.5339683294296265, 0.7330359816551208]","[0.47596535086631775, 0.7301875352859497]","[0.4801882207393646, 0.5197625756263733]","[0.5769904851913452, 0.5334068536758423]"
"[0.5737605690956116, 0.271645724773407]","[0.4831450879573822, 0.2950311303138733]","[0.5340204834938049, 0.7338864207267761]","[0.47555768489837646, 0.7322021126747131]","[0.4797634780406952, 0.5331644415855408]","[0.5769822001457214, 0.5321119427680969]"
"[0.5735635757446289, 0.2709363102912903]","[0.48164480924606323, 0.29520320892333984]","[0.5340467691421509, 0.7331774234771729]","[0.4755030572414398, 0.7319222092628479]","[0.4830048680305481, 0.5493990182876587]","[0.5772315859794617, 0.5273921489715576]"
"[0.5734337568283081, 0.26982060074806213]","[0.48044437170028687, 0.29514211416244507]","[0.5341675877571106, 0.7292773723602295]","[0.4758942723274231, 0.7281993627548218]","[0.4836406707763672, 0.5641469955444336]","[0.5772342085838318, 0.521965503692627]"
"[0.5731198191642761, 0.2688084840774536]","[0.47952452301979065, 0.2950659394264221]","[0.5344155430793762, 0.7278990745544434]","[0.4759826958179474, 0.7267157435417175]","[0.48572075366973877, 0.5769996643066406]","[0.5773327350616455, 0.5171510577201843]"
"[0.5729690194129944, 0.2679934501647949]","[0.4789344072341919, 0.2938522398471832]","[0.5345487594604492, 0.7271438837051392]","[0.47583669424057007, 0.7260201573371887]","[0.48793497681617737, 0.5942591428756714]","[0.5774301886558533, 0.5126489996910095]"
"[0.5728266835212708, 0.2678375840187073]","[0.47876879572868347, 0.29238981008529663]","[0.5343761444091797, 0.7271808981895447]","[0.47588321566581726, 0.7257081270217896]","[0.48867934942245483, 0.6113864183425903]","[0.5773419141769409, 0.5111534595489502]"
"[0.5727465748786926, 0.2678411304950714]","[0.4787061810493469, 0.29207587242126465]","[0.5343288779258728, 0.7281466722488403]","[0.4758659303188324, 0.7257140874862671]","[0.4927140474319458, 0.6301402449607849]","[0.5767728686332703, 0.511953592300415]"
"[0.5726420879364014, 0.26730814576148987]","[0.47803986072540283, 0.2915172576904297]","[0.5346183776855469, 0.7271625399589539]","[0.4754810929298401, 0.7238538861274719]","[0.49988237023353577, 0.6493516564369202]","[0.5760815143585205, 0.510459840297699]"
"[0.5723316669464111, 0.26715087890625]","[0.47736769914627075, 0.2904127836227417]","[0.5347089171409607, 0.7252524495124817]","[0.4749467670917511, 0.7205947041511536]","[0.504267156124115, 0.663325846195221]","[0.5758346319198608, 0.5102104544639587]"
"[0.5717952847480774, 0.26694241166114807]","[0.47690457105636597, 0.289360910654068]","[0.5347074866294861, 0.7232144474983215]","[0.4745446443557739, 0.7173560857772827]","[0.5105980038642883, 0.6743885278701782]","[0.5743711590766907, 0.5098081827163696]"
"[0.5714837908744812, 0.266988605260849]","[0.47646912932395935, 0.28934910893440247]","[0.5351018905639648, 0.7238389253616333]","[0.47430428862571716, 0.7178412079811096]","[0.5138586759567261, 0.6884758472442627]","[0.5730720162391663, 0.5100369453430176]"
"[0.5713387131690979, 0.26726779341697693]","[0.4762376546859741, 0.2893359065055847]","[0.5352569818496704, 0.723986804485321]","[0.47425615787506104, 0.7179462313652039]","[0.5158432126045227, 0.6986667513847351]","[0.5716040730476379, 0.5100845098495483]"
"[0.5711232423782349, 0.26766830682754517]","[0.4762473404407501, 0.2893315553665161]","[0.535500705242157, 0.727260947227478]","[0.47436848282814026, 0.7220413088798523]","[0.5162049531936646, 0.7118019461631775]","[0.5695661902427673, 0.5120999813079834]"
"[0.5709064602851868, 0.2680209279060364]","[0.4763043522834778, 0.2893330454826355]","[0.5361116528511047, 0.7313773036003113]","[0.47454535961151123, 0.726837694644928]","[0.5184133648872375, 0.7179907560348511]","[0.5682691931724548, 0.5130631327629089]"
"[0.5707781314849854, 0.26812806725502014]","[0.47634759545326233, 0.2895370125770569]","[0.5368176102638245, 0.7342243790626526]","[0.4746142327785492, 0.7284464836120605]","[0.5212531685829163, 0.7226833701133728]","[0.5671613216400146, 0.5132593512535095]"
"[0.5707114338874817, 0.2682015001773834]","[0.4763804078102112, 0.2900833487510681]","[0.5372601747512817, 0.7376375198364258]","[0.4746776521205902, 0.7309970259666443]","[0.5238368511199951, 0.7260090708732605]","[0.5669212937355042, 0.5133454203605652]"
"[0.5707027912139893, 0.268262654542923]","[0.4764076769351959, 0.29033705592155457]","[0.5374734997749329, 0.7387616634368896]","[0.474680632352829, 0.7322575449943542]","[0.5246060490608215, 0.7262529134750366]","[0.566859781742096, 0.5133999586105347]"
"[0.5706936717033386, 0.26834776997566223]","[0.4763890504837036, 0.2906123697757721]","[0.5373314619064331, 0.7394358515739441]","[0.47451019287109375, 0.7323508858680725]","[0.5261356234550476, 0.7280393838882446]","[0.5667499303817749, 0.5134472250938416]"
"[0.5707044005393982, 0.2683558762073517]","[0.47630253434181213, 0.29083260893821716]","[0.5373452305793762, 0.7394593358039856]","[0.47428402304649353, 0.7322659492492676]","[0.5280000567436218, 0.7280187606811523]","[0.5666992664337158, 0.5134790539741516]"
"[0.5707839727401733, 0.26832127571105957]","[0.47604140639305115, 0.2908678352832794]","[0.5373533964157104, 0.7393316030502319]","[0.4740792214870453, 0.7322046756744385]","[0.528862714767456, 0.7286468148231506]","[0.5667319893836975, 0.5130176544189453]"
"[0.5707865357398987, 0.2683258652687073]","[0.4760006070137024, 0.290872186422348]","[0.5379841327667236, 0.7392347455024719]","[0.4741135239601135, 0.7321348786354065]","[0.5288090705871582, 0.7277304530143738]","[0.566716194152832, 0.512900173664093]"
"[0.5707154870033264, 0.26841944456100464]","[0.47598305344581604, 0.29087594151496887]","[0.537983238697052, 0.7392379641532898]","[0.47418156266212463, 0.7321546077728271]","[0.5280224680900574, 0.7262046337127686]","[0.5667144656181335, 0.5129171013832092]"
"[0.570652186870575, 0.26842454075813293]","[0.4759640395641327, 0.29062527418136597]","[0.5379694104194641, 0.7372196316719055]","[0.47436413168907166, 0.7307215929031372]","[0.527626633644104, 0.7241647839546204]","[0.5667247772216797, 0.5129269957542419]"
"[0.5705357789993286, 0.2683350741863251]","[0.4757777452468872, 0.2898198366165161]","[0.5377236008644104, 0.7323577404022217]","[0.4743698835372925, 0.7264623641967773]","[0.5266773700714111, 0.7169552445411682]","[0.5669956207275391, 0.512455403804779]"
"[0.5704280734062195, 0.26836293935775757]","[0.47551485896110535, 0.2890634834766388]","[0.537456214427948, 0.7307934761047363]","[0.47406005859375, 0.7244672775268555]","[0.5232285261154175, 0.7083325386047363]","[0.5678595900535583, 0.513168454170227]"
"[0.5701802372932434, 0.2674393951892853]","[0.4754151403903961, 0.28876152634620667]","[0.536872923374176, 0.7255551815032959]","[0.47369441390037537, 0.7189874649047852]","[0.5207394361495972, 0.6864336133003235]","[0.5704032182693481, 0.5102468132972717]"
"[0.5698454976081848, 0.2669157385826111]","[0.47540104389190674, 0.28859829902648926]","[0.5362870097160339, 0.7227517366409302]","[0.4734979271888733, 0.7158988118171692]","[0.5194657444953918, 0.6789478063583374]","[0.5716726779937744, 0.5082004070281982]"
"[0.5695101618766785, 0.2665654420852661]","[0.4753880202770233, 0.2873924970626831]","[0.5360509157180786, 0.7198376655578613]","[0.473506361246109, 0.7135444283485413]","[0.5138402581214905, 0.6667709946632385]","[0.573151707649231, 0.5074643492698669]"
"[0.5693819522857666, 0.2662089467048645]","[0.47552958130836487, 0.2873965799808502]","[0.5359290838241577, 0.7200142741203308]","[0.4737563133239746, 0.7140740156173706]","[0.5070205330848694, 0.6535259485244751]","[0.5738941431045532, 0.5060644149780273]"
"[0.5693722367286682, 0.266205757856369]","[0.47583308815956116, 0.28711771965026855]","[0.5345141887664795, 0.7203696966171265]","[0.473877876996994, 0.714182436466217]","[0.4995613396167755, 0.6333009600639343]","[0.5746033191680908, 0.5055727958679199]"
"[0.5693323612213135, 0.2660926878452301]","[0.47610893845558167, 0.28662049770355225]","[0.53373122215271, 0.7205637097358704]","[0.47335386276245117, 0.7151741981506348]","[0.49483782052993774, 0.6110451221466064]","[0.5760093927383423, 0.5056463479995728]"
"[0.5693286061286926, 0.2660926282405853]","[0.4764286279678345, 0.287532776594162]","[0.5336633324623108, 0.7206259369850159]","[0.4733559191226959, 0.715835690498352]","[0.48975861072540283, 0.5756492614746094]","[0.5769014954566956, 0.5078688263893127]"
"[0.5694128274917603, 0.2662128210067749]","[0.4770982563495636, 0.29042601585388184]","[0.5336745381355286, 0.7223168015480042]","[0.47325581312179565, 0.7198079824447632]","[0.4831104874610901, 0.5539295077323914]","[0.5773719549179077, 0.5124875903129578]"
"[0.5694825053215027, 0.2665973901748657]","[0.4794883728027344, 0.29248741269111633]","[0.5335214734077454, 0.7285926342010498]","[0.47319114208221436, 0.7277026772499084]","[0.47808778285980225, 0.5341328382492065]","[0.5773418545722961, 0.5184614062309265]"
"[0.5694840550422668, 0.26766839623451233]","[0.482013076543808, 0.29350271821022034]","[0.533484160900116, 0.7326001524925232]","[0.4735262989997864, 0.7320285439491272]","[0.4782126843929291, 0.5205795168876648]","[0.5773891806602478, 0.5231783390045166]"
"[0.569518506526947, 0.2686947286128998]","[0.48300492763519287, 0.2947230041027069]","[0.5334692597389221, 0.7352203130722046]","[0.473539263010025, 0.7351239323616028]","[0.4782889783382416, 0.5187361240386963]","[0.5773428678512573, 0.5255955457687378]"
"[0.5696370005607605, 0.2693635821342468]","[0.48420897126197815, 0.29470741748809814]","[0.5331835746765137, 0.7356569170951843]","[0.4733949303627014, 0.7347351908683777]","[0.4761385917663574, 0.4957016110420227]","[0.5774146914482117, 0.5296988487243652]"
"[0.5696837306022644, 0.27007514238357544]","[0.4849648177623749, 0.2946496903896332]","[0.5326772928237915, 0.7356457114219666]","[0.47338250279426575, 0.7343600392341614]","[0.47576653957366943, 0.4794919192790985]","[0.577382504940033, 0.532595157623291]"
"[0.5696576237678528, 0.2702711522579193]","[0.48662441968917847, 0.29366594552993774]","[0.5323620438575745, 0.7354287505149841]","[0.4736940562725067, 0.7332505583763123]","[0.4767848253250122, 0.46086743474006653]","[0.5773689150810242, 0.5342075228691101]"
"[0.5696600675582886, 0.2708189785480499]","[0.4865444302558899, 0.29351094365119934]","[0.5322228670120239, 0.7366215586662292]","[0.47375553846359253, 0.7338770627975464]","[0.47756847739219666, 0.4471403658390045]","[0.5773499608039856, 0.5364463925361633]"
"[0.5697154998779297, 0.2713681161403656]","[0.486380010843277, 0.2942864000797272]","[0.5321705341339111, 0.7372735142707825]","[0.4737999737262726, 0.7351832985877991]","[0.47822701930999756, 0.43489494919776917]","[0.5773333311080933, 0.5368017554283142]"
"[0.5698524713516235, 0.2716802656650543]","[0.4853731095790863, 0.2944985330104828]","[0.5321719646453857, 0.7378140687942505]","[0.47394508123397827, 0.7356191277503967]","[0.4784036874771118, 0.4239741563796997]","[0.5772433876991272, 0.5370213985443115]"
"[0.5701690912246704, 0.2719343304634094]","[0.4838246703147888, 0.2946208417415619]","[0.5323535799980164, 0.7377472519874573]","[0.47432979941368103, 0.7355259656906128]","[0.47946369647979736, 0.41237255930900574]","[0.5769436955451965, 0.5369774699211121]"
"[0.5702870488166809, 0.27252835035324097]","[0.4808967709541321, 0.2942013442516327]","[0.5323337316513062, 0.7375659942626953]","[0.4745435416698456, 0.7350092530250549]","[0.48064669966697693, 0.40064212679862976]","[0.5764549374580383, 0.5374764204025269]"
"[0.570334255695343, 0.272895485162735]","[0.47963830828666687, 0.29400691390037537]","[0.532193660736084, 0.7374074459075928]","[0.4749799072742462, 0.7345485091209412]","[0.48147568106651306, 0.39835125207901]","[0.5762159824371338, 0.5377506613731384]"
"[0.5703725218772888, 0.2729173004627228]","[0.47797372937202454, 0.2932915687561035]","[0.532192051410675, 0.7374671697616577]","[0.47476232051849365, 0.7345238327980042]","[0.4819503128528595, 0.39063403010368347]","[0.5753785967826843, 0.5375593900680542]"
"[0.5704716444015503, 0.2729494869709015]","[0.47739508748054504, 0.29244014620780945]","[0.532202422618866, 0.7361765503883362]","[0.4749549925327301, 0.7331084609031677]","[0.48429667949676514, 0.38451889157295227]","[0.5750554203987122, 0.5373892784118652]"
"[0.5703814625740051, 0.2727784514427185]","[0.4777083396911621, 0.29102545976638794]","[0.5317524075508118, 0.7361873388290405]","[0.47556111216545105, 0.7330859303474426]","[0.4881283938884735, 0.3782048523426056]","[0.5749933123588562, 0.536259114742279]"
"[0.5703049898147583, 0.27278125286102295]","[0.4785783886909485, 0.2897607386112213]","[0.53119957447052, 0.7365869879722595]","[0.4763864576816559, 0.7332149744033813]","[0.48929861187934875, 0.3700922429561615]","[0.5747395157814026, 0.5357045531272888]"
"[0.5700520873069763, 0.2726595401763916]","[0.47956475615501404, 0.28771448135375977]","[0.5308045148849487, 0.7365801334381104]","[0.4776419699192047, 0.7330121397972107]","[0.49207550287246704, 0.363701194524765]","[0.5747196078300476, 0.5356239676475525]"
"[0.5697261095046997, 0.2724752128124237]","[0.4803444743156433, 0.28397634625434875]","[0.5303499698638916, 0.7348300218582153]","[0.4787839353084564, 0.7297989726066589]","[0.49470335245132446, 0.36012035608291626]","[0.5747433304786682, 0.5355774760246277]"
"[0.5692297220230103, 0.2724708914756775]","[0.4813297986984253, 0.28167104721069336]","[0.5302764177322388, 0.7338268756866455]","[0.4790402352809906, 0.7281395196914673]","[0.4972696602344513, 0.3602115213871002]","[0.5747140049934387, 0.5355121493339539]"
"[0.568011462688446, 0.27237945795059204]","[0.48376181721687317, 0.2800082564353943]","[0.5290465950965881, 0.7338618636131287]","[0.48092278838157654, 0.7280753254890442]","[0.4989084005355835, 0.35566896200180054]","[0.574159562587738, 0.5354742407798767]"
"[0.5672264695167542, 0.27165162563323975]","[0.48584023118019104, 0.2785937190055847]","[0.5275671482086182, 0.733870267868042]","[0.4821610748767853, 0.7279466390609741]","[0.5003313422203064, 0.35010862350463867]","[0.57403963804245, 0.5349486470222473]"
"[0.5664254426956177, 0.27081555128097534]","[0.48734766244888306, 0.2784186899662018]","[0.5258070230484009, 0.7339040040969849]","[0.4830998480319977, 0.7279523611068726]","[0.502715528011322, 0.34692278504371643]","[0.5738729238510132, 0.5349274277687073]"
"[0.5659773349761963, 0.2698129117488861]","[0.48851484060287476, 0.2776027023792267]","[0.5249629616737366, 0.7336052060127258]","[0.4841178059577942, 0.7274340987205505]","[0.5048215985298157, 0.3425453007221222]","[0.5738114714622498, 0.5340094566345215]"
"[0.5657870769500732, 0.26907041668891907]","[0.48940685391426086, 0.2774457633495331]","[0.5248371958732605, 0.7337164282798767]","[0.4852272868156433, 0.7274519801139832]","[0.5074665546417236, 0.34006524085998535]","[0.5737886428833008, 0.533989667892456]"
"[0.5650305151939392, 0.26841285824775696]","[0.48937520384788513, 0.27753719687461853]","[0.5247448682785034, 0.7337453365325928]","[0.48582273721694946, 0.7274600863456726]","[0.5112516283988953, 0.3395717442035675]","[0.5734789967536926, 0.5339641571044922]"
"[0.5643886923789978, 0.2682666480541229]","[0.4894426763057709, 0.2782462537288666]","[0.5238317251205444, 0.7339340448379517]","[0.48592185974121094, 0.7276246547698975]","[0.5142956972122192, 0.33586612343788147]","[0.5735162496566772, 0.5335846543312073]"
"[0.5642207264900208, 0.2684865891933441]","[0.4879106879234314, 0.28345635533332825]","[0.5240246653556824, 0.7339287400245667]","[0.4858405888080597, 0.728106677532196]","[0.5182348489761353, 0.332844078540802]","[0.5735176205635071, 0.5336117744445801]"
"[0.5638271570205688, 0.2689222991466522]","[0.4856921136379242, 0.28656500577926636]","[0.5241633057594299, 0.733315646648407]","[0.48506250977516174, 0.7280857563018799]","[0.5223686695098877, 0.32928431034088135]","[0.5731392502784729, 0.5330707430839539]"
"[0.5636982321739197, 0.26946115493774414]","[0.48322349786758423, 0.29039034247398376]","[0.5247220993041992, 0.7329280376434326]","[0.48387739062309265, 0.728094756603241]","[0.525320827960968, 0.32731911540031433]","[0.5730769038200378, 0.5327624082565308]"
"[0.5634402632713318, 0.26965096592903137]","[0.48288053274154663, 0.2909489870071411]","[0.5248124003410339, 0.7327181696891785]","[0.48354092240333557, 0.7280963063240051]","[0.5261170268058777, 0.32445257902145386]","[0.5728998780250549, 0.532206654548645]"
"[0.5633116364479065, 0.2698308825492859]","[0.48258155584335327, 0.291233628988266]","[0.5249419212341309, 0.7325500845909119]","[0.48341104388237, 0.7280954122543335]","[0.5259314179420471, 0.32401832938194275]","[0.5727205276489258, 0.5318151116371155]"
"[0.5630903244018555, 0.26984313130378723]","[0.48262307047843933, 0.2911597192287445]","[0.5251588821411133, 0.7321380972862244]","[0.48321452736854553, 0.7280173897743225]","[0.5249814391136169, 0.32524046301841736]","[0.5727186799049377, 0.5315818190574646]"
"[0.5632542371749878, 0.26983341574668884]","[0.4826057255268097, 0.2911601960659027]","[0.5255506634712219, 0.7317678928375244]","[0.4828220009803772, 0.7280150055885315]","[0.5242902636528015, 0.32623031735420227]","[0.5727163553237915, 0.5315985083580017]"
"[0.5630960464477539, 0.2696516513824463]","[0.484211266040802, 0.2886660695075989]","[0.5251495838165283, 0.7317789793014526]","[0.48304080963134766, 0.7279014587402344]","[0.5227125883102417, 0.3281722366809845]","[0.5727965235710144, 0.5313414931297302]"
"[0.5630015730857849, 0.2692614495754242]","[0.4863395094871521, 0.28645724058151245]","[0.5247882008552551, 0.7319684028625488]","[0.4836594760417938, 0.7278876900672913]","[0.5192940831184387, 0.3339387774467468]","[0.5729120373725891, 0.531485915184021]"
"[0.5630390644073486, 0.26898059248924255]","[0.4864862561225891, 0.2821367681026459]","[0.5247296094894409, 0.7311814427375793]","[0.4837547540664673, 0.7258439660072327]","[0.512374758720398, 0.33976057171821594]","[0.5729268789291382, 0.5312680006027222]"
"[0.5644291043281555, 0.2691575586795807]","[0.48621660470962524, 0.2822147607803345]","[0.5258294939994812, 0.7309690713882446]","[0.4836452603340149, 0.725588858127594]","[0.5060170292854309, 0.34726858139038086]","[0.5729767084121704, 0.5314652919769287]"
"[0.5656875967979431, 0.2694472074508667]","[0.4853406250476837, 0.2822449803352356]","[0.5263900756835938, 0.7306763529777527]","[0.48358938097953796, 0.724890410900116]","[0.5017929673194885, 0.3558909595012665]","[0.5736593008041382, 0.5315037369728088]"
"[0.5691575407981873, 0.26960018277168274]","[0.4816141724586487, 0.2845097780227661]","[0.5294824242591858, 0.7306100726127625]","[0.4816567301750183, 0.7249252796173096]","[0.4974941611289978, 0.37251046299934387]","[0.573847234249115, 0.5316624641418457]"
"[0.5723145604133606, 0.27008870244026184]","[0.47954973578453064, 0.2859952449798584]","[0.5315062403678894, 0.7306519150733948]","[0.4794807732105255, 0.7249393463134766]","[0.49279534816741943, 0.39122581481933594]","[0.5750190615653992, 0.5330066084861755]"
"[0.5738817453384399, 0.270515114068985]","[0.47973912954330444, 0.29192304611206055]","[0.5318698883056641, 0.7323880195617676]","[0.4788114130496979, 0.7274686098098755]","[0.4914693236351013, 0.40573519468307495]","[0.5762503147125244, 0.534875214099884]"
"[0.574574887752533, 0.2708186209201813]","[0.4797592759132385, 0.2959984540939331]","[0.5332308411598206, 0.7338785529136658]","[0.47819602489471436, 0.7291945815086365]","[0.4891805648803711, 0.41815170645713806]","[0.577228844165802, 0.5356165766716003]"
